Annotation	key	cell_class	removal_reason	num_cells_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Ex_Sox6_Rbm47	300-0-0-0-0-0-0-0-0-3-0-0-0-0	neuron		951	61	5	2	1	2	0	7	0	51	0	0	1	1	Isocortex|MB	Isocortex	0.465648854961832	SS|MO|VIS|RSP	SS	0.278688524590164	MB	SCm	MB	SCm	131	Isocortex	SS	VGLUT2
Ex_Sox6_Prom1	300-0-0-0-0-0-0-0-0-3-0-0-0-1	neuron		622	0	0	0	0	0	0	0	0	16	0	0	0	0	MB	MB	1	SCs|SCm	SCs	0.75	MB	SCm	MB	SCm	16	MB	SCs	VGLUT2
Ex_Sox6_Sult3a2_1	300-0-0-0-0-0-0-0-0-3-0-0-1-0-0-0	neuron		417	0	0	0	0	0	0	0	0	3	0	0	0	0	MB	MB	1	SCm|IPN	SCm	0.666666666666667	MB	SCm|SCs	MB	SCm	3	MB	SCm	VGLUT2
Ex_Sox6_Sult3a2_2	300-0-0-0-0-0-0-0-0-3-0-0-1-0-0-1	neuron		278	0	0	0	0	0	0	0	0	31	0	0	0	0	MB	MB	1	SCs|SCm|PAG	SCs	0.387096774193548	MB	SCm	MB	SCm	31	MB	SCs	VGLUT2
Ex_Sox6_Sult3a2_3	300-0-0-0-0-0-0-0-0-3-0-0-1-0-0-2	neuron		32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Sox6_Sult3a2_4	300-0-0-0-0-0-0-0-0-3-0-0-1-0-1	neuron		184	0	0	0	0	0	0	0	0	13	0	0	0	0	MB	MB	1	SCm|SCs	SCm	0.769230769230769	MB	SCm	MB	SCm	13	MB	SCm	VGLUT2
Ex_Sox6_Myl2	300-0-0-0-0-0-0-0-0-3-0-0-1-1-0-0	neuron		283	0	0	0	0	0	0	0	0	5	0	0	0	0	MB	MB	1	SCm|SCs	SCm	0.6	MB	SCm	MB	SCm	5	MB	SCm	VGLUT2
Ex_Sox6_Plscr5_1	300-0-0-0-0-0-0-0-0-3-0-0-1-1-0-1	neuron		110	0	0	0	0	0	0	0	0	29	0	0	1	0	MB	MB	0.966666666666667	SCm|SCs	SCm	0.793103448275862	MB	SCm|SCs	MB	SCm	30	MB	SCm	VGLUT2
Ex_Sox6_Plscr5_2	300-0-0-0-0-0-0-0-0-3-0-0-1-1-1	neuron		196	0	0	0	0	0	0	0	0	5	0	0	0	0	MB	MB	1	SCm|SCs	SCm	0.8	MB	SCm|SCs	MB	SCm	5	MB	SCm	VGLUT2
Ex_Tfap2d_Emid1_1	300-0-0-0-0-0-0-0-0-3-0-1-0-0-0	neuron		324	0	0	0	0	0	0	0	0	9	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.666666666666667	MB	PAG	MB	PAG	9	MB	SCm	VGLUT2
Ex_Tfap2d_Emid1_2	300-0-0-0-0-0-0-0-0-3-0-1-0-0-1	neuron		162	0	0	0	0	0	0	0	0	31	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.806451612903226	MB	SCm	MB	SCm	31	MB	SCm	VGLUT2
Ex_Tfap2d_Emid1_3	300-0-0-0-0-0-0-0-0-3-0-1-0-1	neuron		342	0	0	0	0	0	0	0	0	38	0	0	0	0	MB	MB	1	SCm|MB	SCm	0.763157894736842	MB	SCm	MB	SCm	38	MB	SCm	VGLUT2
Ex_Tfap2d_Emid1_4	300-0-0-0-0-0-0-0-0-3-0-1-1-0-0	neuron		214	0	0	0	0	0	0	0	0	14	0	0	0	0	MB	MB	1	SCm|PAG|PRT	SCm	0.642857142857143	MB	PAG|SCm	MB	PAG	14	MB	SCm	VGLUT2
Ex_Neurod6_Pou4f3_1	300-0-0-0-0-0-0-0-0-3-0-1-1-0-1	neuron		95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Neurod6_Pou4f3_2	300-0-0-0-0-0-0-0-0-3-0-1-1-1	neuron		131	0	0	0	0	0	0	0	0	37	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.594594594594595	MB	PAG	MB	PAG	37	MB	SCm	VGLUT2
Ex_Neurod6_Pou4f3_3	300-0-0-0-0-0-0-0-0-3-0-1-1-2	neuron		28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Tfap2b_Bmpr1b_1	300-0-0-0-0-0-0-0-0-3-1-0-0-0-0-0	neuron		846	0	0	0	0	0	0	0	0	39	1	0	1	0	MB	MB	0.951219512195122	SCm	SCm	0.897435897435897	MB	SCm	MB	SCm	41	MB	SCm	VGLUT2
Ex_Tfap2b_Bmpr1b_2	300-0-0-0-0-0-0-0-0-3-1-0-0-0-0-1	neuron		157	0	0	0	0	0	0	0	0	4	0	0	0	0	MB	MB	1	SCm	SCm	1	MB	SCm	MB	SCm	4	MB	SCm	VGLUT2
Ex_Tfap2b_Bmpr1b_3	300-0-0-0-0-0-0-0-0-3-1-0-0-0-1-0	neuron		359	0	0	0	0	0	0	0	0	17	0	0	0	0	MB	MB	1	SCm	SCm	0.941176470588235	MB	SCm	MB	SCm	17	MB	SCm	VGLUT2
Ex_Tfap2b_Plce1_1	300-0-0-0-0-0-0-0-0-3-1-0-0-0-1-1	neuron		263	0	0	0	0	0	0	0	1	43	3	0	0	0	MB	MB	0.914893617021277	SCm|PAG	SCm	0.604651162790698	MB	SCm	MB	SCm	47	MB	SCm	VGLUT2
Ex_Tfap2b_Peizo2	300-0-0-0-0-0-0-0-0-3-1-0-0-1-0-0	neuron		341	0	0	0	0	0	0	0	0	10	0	0	0	0	MB	MB	1	SCm	SCm	0.9	MB	SCm	MB	SCm	10	MB	SCm	VGLUT2
Ex_Tfap2b_Sult3a2_1	300-0-0-0-0-0-0-0-0-3-1-0-0-1-0-1-0-0	neuron		168	0	0	0	0	0	0	0	0	3	0	0	0	0	MB	MB	1	SCm	SCm	1	MB	SCm	MB	SCm	3	MB	SCm	VGLUT2
Ex_Tfap2b_Sult3a2_2	300-0-0-0-0-0-0-0-0-3-1-0-0-1-0-1-0-1	neuron		41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Sult3a2_3	300-0-0-0-0-0-0-0-0-3-1-0-0-1-0-1-1	neuron		25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Sult3a2_4	300-0-0-0-0-0-0-0-0-3-1-0-0-1-0-1-2	neuron		23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Sult3a2_5	300-0-0-0-0-0-0-0-0-3-1-0-0-1-1	neuron		294	0	0	0	0	0	0	0	0	2	0	0	0	0	MB	MB	1	SCm	SCm	1	MB	SCm	MB	SCm	2	MB	SCm	VGLUT2
Ex_Tfap2b_Otop1_1	300-0-0-0-0-0-0-0-0-3-1-0-1-0-0-0	neuron		94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Tstd1_1	300-0-0-0-0-0-0-0-0-3-1-0-1-0-0-1	neuron		118	0	0	0	0	0	0	0	0	15	0	0	0	0	MB	MB	1	SCm	SCm	0.866666666666667	MB	SCm	MB	SCm	15	MB	SCm	VGLUT2
Ex_Tfap2b_Otop1_2	300-0-0-0-0-0-0-0-0-3-1-0-1-0-1	neuron		79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Tstd1_2	300-0-0-0-0-0-0-0-0-3-1-0-1-1	neuron		49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Heg1	300-0-0-0-0-0-0-0-0-3-1-0-1-2	neuron		28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Tfap2b_Megf11	300-0-0-0-0-0-0-0-0-3-1-1	neuron		1142	0	0	0	0	0	0	0	0	22	0	0	0	0	MB	MB	1	SCm	SCm	0.909090909090909	MB	SCm	MB	SCm	22	MB	SCm	VGLUT2
Ex_Lhx9_Adgrg2_1	300-0-0-0-0-0-0-0-0-4-0-0-0-0-0-0	neuron		602	2	7	0	1	0	2	46	10	5	1	0	0	0	TH|HY|OLF	TH	0.621621621621622	PVT|MED|SPA|RE|TH|CM|VP	PVT	0.217391304347826	OLF|HY|MB|TH		OLF		74	TH	PVT	VGLUT2
Ex_Lhx9_Adgrg2_2	300-0-0-0-0-0-0-0-0-4-0-0-0-0-0-1-0-0	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH	PVT	TH	PVT	NA	TH	PVT	VGLUT2
Ex_Lhx9_Adgrg2_3	300-0-0-0-0-0-0-0-0-4-0-0-0-0-0-1-0-1	neuron		49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH|OLF	TH	TH	TH	NA	TH	TH	VGLUT2
Ex_Lhx9_Adgrg2_4	300-0-0-0-0-0-0-0-0-4-0-0-0-0-0-1-0-2	neuron		39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH	PVT	TH	PVT	NA	TH	PVT	VGLUT2
Ex_Lhx9_Adgrg2_5	300-0-0-0-0-0-0-0-0-4-0-0-0-0-0-1-1	neuron		41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH	RE	TH	RE	NA	TH	RE	VGLUT2
Ex_Lhx9_Pthlh_1	300-0-0-0-0-0-0-0-0-4-0-0-0-0-1-0	neuron		232	0	3	0	0	0	0	10	1	3	0	0	0	0	TH|OLF|MB	TH	0.588235294117647	TH|PVT|SPA|RE|Xi	TH	0.3	TH|HY|OLF	RE|TH	TH	RE	17	TH	TH	VGLUT2
Ex_Lhx9_Pthlh_2	300-0-0-0-0-0-0-0-0-4-0-0-0-0-1-1	neuron		80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|TH		HY		NA	HY		VGLUT2
Ex_Lhx9_Npsr1_1	300-0-0-0-0-0-0-0-0-4-0-0-0-1	neuron		892	2	12	0	0	2	0	17	15	38	1	0	1	0	MB|TH|HY|OLF	MB	0.431818181818182	MB|SCm|PAG|MRN	MB	0.421052631578947	HY		HY		88	MB	MB	VGLUT2
Ex_Lhx9_Npsr1_2	300-0-0-0-0-0-0-0-0-4-0-0-1	neuron		218	0	2	0	0	1	0	4	1	11	0	0	0	0	MB|TH|OLF	MB	0.578947368421053	MB|MRN|PAG|IC	MB	0.363636363636364	MB|TH		MB		19	MB	MB	VGLUT2
Ex_Lhx9_Rxfp3	300-0-0-0-0-0-0-0-0-4-0-1-0-0-0	neuron		259	1	3	0	0	0	0	13	6	20	0	0	0	0	MB|TH|HY	MB	0.465116279069768	PAG|MB|SCm	PAG	0.45	HY|TH		HY		43	MB	PAG	VGLUT2
Ex_Lhx9_Fmo1_1	300-0-0-0-0-0-0-0-0-4-0-1-0-0-1-0	neuron		75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH|HY|MB		TH		NA	TH		VGLUT2
Ex_Lhx9_Fmo1_2	300-0-0-0-0-0-0-0-0-4-0-1-0-0-1-1	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH|HY|MB		TH		NA	TH		VGLUT2
Ex_Lhx9_Slc26a7_1	300-0-0-0-0-0-0-0-0-4-0-1-0-0-2-0	neuron		57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH		TH		NA	TH		VGLUT2
Ex_Lhx9_Slc26a7_2	300-0-0-0-0-0-0-0-0-4-0-1-0-0-2-1	neuron		21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH		TH		NA	TH		VGLUT2
Ex_Lhx9_Nr5a2	300-0-0-0-0-0-0-0-0-4-0-1-0-1-0-0-0	neuron		102	0	0	0	0	0	1	1	0	0	0	0	0	0	PAL|TH	PAL	0.5	SI	SI	1	TH		TH		2	PAL	SI	VGLUT2
Ex_Lhx9_Pkhd1	300-0-0-0-0-0-0-0-0-4-0-1-0-1-0-0-1	neuron		47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH|HY		TH		NA	TH		VGLUT2
Ex_Lhx9_Kif19a_1	300-0-0-0-0-0-0-0-0-4-0-1-0-1-0-1-0	neuron		59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	TH		TH		NA	TH		VGLUT2
Ex_Lhx9_Kif19a_2	300-0-0-0-0-0-0-0-0-4-0-1-0-1-0-1-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|TH		HY		NA	HY		VGLUT2
Ex_Lhx9_Kif19a_3	300-0-0-0-0-0-0-0-0-4-0-1-0-1-1	neuron		111	0	2	0	0	1	0	8	6	1	0	0	0	1	TH|HY|OLF	TH	0.421052631578947	MED|SPA|TH|PT	MED	0.375	TH|HY		TH		19	TH	MED	VGLUT2
Ex_Lhx9_Lrp4	300-0-0-0-0-0-0-0-0-4-0-1-1	neuron		796	1	1	0	0	0	6	35	11	1	0	0	0	2	TH|HY|PAL	TH	0.614035087719298	PT|PVT|RE|TH|SPF|LH|Xi	PT	0.371428571428571	TH|HY|OLF	TH	TH	TH	57	TH	PT	VGLUT2
Ex_Lhx9_Met	300-0-0-0-0-0-0-0-0-4-1-0-0-0-0	neuron		644	8	6	1	4	3	6	13	5	141	14	0	7	1	MB|P|TH|Isocortex|CB	MB	0.674641148325359	PAG|MB|MRN|SCm|IC	PAG	0.262411347517731	MB	MB	MB	MB	209	MB	PAG	VGLUT2
Ex_Lhx9_Maf	300-0-0-0-0-0-0-0-0-4-1-0-0-0-1-0	neuron		115	0	0	0	0	0	0	1	0	5	0	0	0	0	MB|TH	MB	0.833333333333333	MRN|MB	MRN	0.6	MB|P	MB|MRN|PAG|SCm	MB	MB	6	MB	MRN	VGLUT2
Ex_Lhx9_Prdm8_1	300-0-0-0-0-0-0-0-0-4-1-0-0-0-1-1	neuron		75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Lhx9_Prdm8_2	300-0-0-0-0-0-0-0-0-4-1-0-0-1	neuron		163	0	0	0	0	0	0	1	2	1	0	0	0	0	HY|TH|MB	HY	0.5	ZI|PeF	ZI	0.5					4	HY	ZI	VGLUT2
Ex_Neurod6_Dnah11_1	300-0-0-0-0-0-0-0-0-4-1-0-1-0-0	neuron		256	2	8	0	3	1	16	8	20	64	5	0	0	1	MB|HY|PAL|OLF	MB	0.5	MRN|MB|SCm|PAG	MRN	0.453125	MB	MB|MRN|PAG	MB	MB	128	MB	MRN	VGLUT2
Ex_Neurod6_Dnah11_2	300-0-0-0-0-0-0-0-0-4-1-0-1-0-1-0-0	neuron		125	0	0	0	0	0	0	1	0	4	0	0	0	0	MB|TH	MB	0.8	PAG|MB|DR|MRN	PAG	0.25	MB	MB|MRN|PAG	MB	MB	5	MB	PAG	VGLUT2
Ex_Neurod6_Aox3	300-0-0-0-0-0-0-0-0-4-1-0-1-0-1-0-1	neuron		20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Neurod6_Dnah11_3	300-0-0-0-0-0-0-0-0-4-1-0-1-0-1-1	neuron		70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	VGLUT2
Ex_Neurod6_Dnah11_4	300-0-0-0-0-0-0-0-0-4-1-0-1-1-0	neuron		141	0	0	0	0	0	0	3	0	9	0	0	1	0	MB|TH	MB	0.692307692307692	MRN|IC|RN	MRN	0.666666666666667	MB	MRN|MB	MB	MRN	13	MB	MRN	VGLUT2
Ex_Neurod6_Dnah11_5	300-0-0-0-0-0-0-0-0-4-1-0-1-1-1	neuron		99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	VGLUT2
Ex_Neurod6_Dnah11_6	300-0-0-0-0-0-0-0-0-4-1-0-2-0-0-0-0	neuron		66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG	MB	MB	NA	MB	MB	VGLUT2
Ex_Lhx2_Emid1	300-0-0-0-0-0-0-0-0-4-1-0-2-0-0-0-1	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|SCm	MB	MB	NA	MB	MB	VGLUT2
Ex_Neurod6_Fam83b	300-0-0-0-0-0-0-0-0-4-1-0-2-0-0-1	neuron		83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Neurod6_Dnah11_7	300-0-0-0-0-0-0-0-0-4-1-0-2-0-1	neuron		44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|SCm	MB	MB	NA	MB	MB	VGLUT2
Ex_Neurod6_Dnah11_8	300-0-0-0-0-0-0-0-0-4-1-0-2-1-0-0	neuron		81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	VGLUT2
Ex_Neurod6_Dnah11_9	300-0-0-0-0-0-0-0-0-4-1-0-2-1-0-1	neuron		33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN|PAG	MB	MB	NA	MB	MB	VGLUT2
Ex_Lhx2_Gpsm3	300-0-0-0-0-0-0-0-0-4-1-0-2-1-0-2	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Lhx2_Fn1	300-0-0-0-0-0-0-0-0-4-1-0-2-1-1	neuron		68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	IC|MRN|PAG|SCm	MB	IC	NA	MB	IC	VGLUT2
Ex_Neurod6_Fn1_1	300-0-0-0-0-0-0-0-0-4-1-1-0-0	neuron		231	1	4	1	6	0	1	8	3	1	0	0	0	0	TH|CTXsp|OLF|HY|PAL	TH	0.32	LH|MED|IAD|CL|MH|GENv	LH	0.25	HY|MB|OLF		HY		25	TH	LH	VGLUT2
Ex_Neurod6_Fn1_2	300-0-0-0-0-0-0-0-0-4-1-1-0-1	neuron		47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Neurod6_Slc5a7	300-0-0-0-0-0-0-0-0-4-1-1-1	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB|OLF		HY		NA	HY		VGLUT2
Ex_Tcf7l2_Myh13	300-0-0-0-0-0-0-0-0-4-2-0	neuron		59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB		HY		NA	HY		VGLUT2
Ex_Tcf7l2_Ccdc80	300-0-0-0-0-0-0-0-0-4-2-1	neuron		33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB		HY		NA	HY		VGLUT2
Inh_Pax6_Lrrc38	300-0-0-0-0-0-0-0-0-5-0	neuron		4940	13	17	137	3	6	23	66	225	121	22	0	0	5	HY|HPF|MB|TH	HY	0.352664576802508	ZI|MBO	ZI	0.76	HY|TH	ZI	HY	ZI	638	HY	ZI	GABA
Inh_Pax6_Pdgfd_1	300-0-0-0-0-0-0-0-0-5-1-0-0	neuron		240	0	5	0	0	3	10	6	33	0	0	0	0	0	HY|PAL|TH	HY	0.578947368421053	ZI|HY|MPO|AHN|PVHd|PVpo|MPN	ZI	0.393939393939394	HY|TH	ZI	HY	ZI	57	HY	ZI	GABA
Inh_Pax6_Pdgfd_2	300-0-0-0-0-0-0-0-0-5-1-0-1	neuron		131	0	1	0	0	0	0	3	3	1	0	0	0	0	TH|HY|OLF	TH	0.375	MPN|LHA|PH	MPN	0.333333333333333	HY|TH	ZI	HY	ZI	8	TH	MPN	GABA
Inh_Pax6_Pdgfd_3	300-0-0-0-0-0-0-0-0-5-1-0-2	neuron		103	0	0	0	0	1	2	5	9	0	0	0	0	0	HY|TH|PAL	HY	0.529411764705882	HY|VMH|ZI|PVi|AHN	HY	0.222222222222222	HY|TH	MPN|ZI	HY	MPN	17	HY	HY	GABA
Inh_Pax6_Pdgfd_4	300-0-0-0-0-0-0-0-0-5-1-1-0	neuron		134	0	0	0	0	0	1	2	3	1	0	0	0	0	HY|TH|MB	HY	0.428571428571429	ZI	ZI	1	HY|TH	ZI	HY	ZI	7	HY	ZI	GABA
Inh_Pax6_Pdgfd_5	300-0-0-0-0-0-0-0-0-5-1-1-1	neuron		116	0	0	0	0	1	2	3	17	3	0	0	0	0	HY|TH|MB	HY	0.653846153846154	ZI|LHA|PVHd|MPN	ZI	0.588235294117647	HY|TH	ZI	HY	ZI	26	HY	ZI	GABA
Inh_Lhx1_Wnt5a_1	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-0-0	neuron		367	0	0	0	0	0	0	0	0	27	1	0	0	0	MB	MB	0.964285714285714	MRN|PRT|PAG	MRN	0.703703703703704	MB	MRN	MB	MRN	28	MB	MRN	GABA
Inh_Lhx1_Wnt5a_2	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-0-1-0	neuron		118	0	0	0	0	0	0	3	2	99	12	0	1	0	MB|P	MB	0.846153846153846	MRN|PRT|MB|IC|RN	MRN	0.424242424242424	MB	MRN|MB|PRT	MB	MRN	117	MB	MRN	GABA
Inh_Lhx1_Wnt5a_3	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-0-1-1	neuron		100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Lhx1_Col8a1_Otx1	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-0-2	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Lhx1_Tspo2	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-1-0-0	neuron		173	0	0	0	0	0	0	1	0	73	8	0	0	0	MB	MB	0.890243902439024	MRN|PRT|PAG|MB|SCm	MRN	0.383561643835616					82	MB	MRN	GABA
Inh_Lhx1_Egflam_1	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-1-0-1	neuron		32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Lhx1_Egflam_2	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-1-0-2	neuron		16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Lhx1_Egflam_3	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-1-0-3	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Inh_Lhx1_Egflam_4	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-1-1	neuron		79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Lhx1_Egflam_5	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-1-0	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Lhx1_Egflam_6	300-0-0-0-0-0-0-0-0-6-0-0-0-0-0-1-1	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		GABA
Inh_Lhx1_Egflam_7	300-0-0-0-0-0-0-0-0-6-0-0-0-0-1-0-0-0-0	neuron		175	0	0	0	0	1	3	5	5	0	0	0	0	0	TH|HY|PAL	TH	0.357142857142857	LHA|AHN|HY|MBO	LHA	0.4					14	TH	LHA	GABA
Inh_Lhx1_Smoc2_1	300-0-0-0-0-0-0-0-0-6-0-0-0-0-1-0-0-0-1	neuron		102	0	3	0	0	0	0	0	0	0	0	0	0	0	OLF	OLF	1	PIR|TT	PIR	0.666666666666667					3	OLF	PIR	GABA
Inh_Lhx1_Smoc2_2	300-0-0-0-0-0-0-0-0-6-0-0-0-0-1-0-0-1	neuron		47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			GABA
Inh_Lhx1_Adamts5	300-0-0-0-0-0-0-0-0-6-0-0-0-0-1-0-1	neuron		186	2	3	0	0	1	2	2	2	10	0	0	0	0	MB|OLF|Isocortex|PAL|HY	MB	0.454545454545455	PRT|MB	PRT	0.8	HY		HY		22	MB	PRT	GABA
Inh_Lhx1_Mecom_Otx1_1	300-0-0-0-0-0-0-0-0-6-0-0-0-0-1-1-0	neuron		75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY		HY		NA	HY		GLY
Inh_Lhx1_Mecom_Otx1_2	300-0-0-0-0-0-0-0-0-6-0-0-0-0-1-1-1	neuron		61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY		HY		NA	HY		GABA
Inh_Lhx1_Egln3	300-0-0-0-0-0-0-0-0-6-0-0-0-1-0-0-1	neuron		38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			GLY
Inh_Lhx1_Colq	300-0-0-0-0-0-0-0-0-6-0-0-0-1-0-0-2	neuron		19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB	MB	MB	NA	MB	MB	GABA
