Annotation	key	cell_class	removal_reason	num_cells_postQC	top_dissectate_postQC	max_pct_dissectate_postQC	top_replicate_postQC	max_pct_replicate_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Ex_Sim1_Ppp1r1c_2	300-0-0-0-0-0-0-0-1-1-0-0-0-0-0-0-0-1	neuron		41	HY_HY_HY6	41.46%	HY_HY_M022	21.95%																				HY|PAL		HY			HY		VGLUT2
Ex_Sim1_Sema3d	300-0-0-0-0-0-0-0-1-1-0-0-0-0-0-0-0-2	neuron		17	BNST	47.06%	AMY_AMY_M022	23.53%																				HY|PAL		HY			HY		VGLUT2
Ex_Sim1_Pgr15l_1	300-0-0-0-0-0-0-0-1-1-0-0-0-0-0-0-1-0	neuron		79	BNST	69.62%	BNST_3F7	17.72%																				HY|PAL		HY			HY		VGLUT2
Ex_Sim1_Pgr15l_2	300-0-0-0-0-0-0-0-1-1-0-0-0-0-0-0-1-1	neuron		52	BNST	92.31%	BNST_1F3	40.38%																				HY|PAL		HY			HY		VGLUT2
Ex_Sim1_Pgr15l_3	300-0-0-0-0-0-0-0-1-1-0-0-0-0-0-1	neuron		136	AMY_AMY_AMY	59.56%	AMY_AMY_M022	52.94%	0	5	0	8	4	6	1	4	0	0	0	0	0	CTXsp|PAL|OLF|STR|HY	CTXsp	0.285714285714286	BMA|CTXsp	BMA	0.75	HY|CTXsp|OLF|PAL|STR		HY		28	CTXsp	BMA	VGLUT2
Ex_Sim1_Pgr15l_4	300-0-0-0-0-0-0-0-1-1-0-0-0-0-0-2	neuron		82	BNST	65.85%	BNST_3F7	17.07%																				HY|PAL		HY			HY		VGLUT2
Ex_Sim1_Cd34_1	300-0-0-0-0-0-0-0-1-1-0-0-0-0-1-0	neuron		187	BNST	42.25%	HY_HY_F022	13.90%	1	2	0	1	1	13	1	47	0	0	0	0	1	HY|PAL	HY	0.701492537313433	MPN|HY|AHN|LHA|MPO|ARH	MPN	0.25531914893617	HY		HY		67	HY	MPN	VGLUT2
Ex_Sim1_Cd34_2	300-0-0-0-0-0-0-0-1-1-0-0-0-0-1-1-0	neuron		72	HY_HY_HY3	29.17%	HY_HY_F022	29.17%																				HY	HY	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Cd34_3	300-0-0-0-0-0-0-0-1-1-0-0-0-0-1-1-1	neuron		48	BNST	68.75%	BNST_1F5	20.83%																				HY		HY			HY		VGLUT2
Ex_Sim1_Ghrh	300-0-0-0-0-0-0-0-1-1-0-0-0-1	neuron		182	BNST	68.68%	BNST_1F3	15.93%	0	0	0	0	1	4	0	27	0	0	0	0	0	HY|PAL	HY	0.84375	AVPV|MPO|HY|MEPO|LHA	AVPV	0.259259259259259	HY|PAL		HY		32	HY	AVPV	VGLUT2
Ex_Sim1_Cd34_4	300-0-0-0-0-0-0-0-1-1-0-0-1	neuron		583	BNST	44.25%	AMY_AMY_M022	16.64%	2	1	0	2	0	11	0	17	0	0	0	0	2	HY|PAL|CTXsp	HY	0.485714285714286	MPN|HY|PVH|PVpo|DMH|MPO|VMH	MPN	0.352941176470588	HY|PAL	HY|MPN	HY	HY	35	HY	MPN	VGLUT2
Ex_Sim1_Cd34_5	300-0-0-0-0-0-0-0-1-1-0-1-0-0	neuron		429	AMY_AMY_AMY	29.37%	SUB_M_A_M016	23.08%	6	10	34	7	5	5	2	42	1	0	0	0	1	HY|HPF|OLF|CTXsp|Isocortex	HY	0.371681415929204	PVpo|PVi|SFO|ARH|PVH|MPN	PVpo	0.238095238095238	OLF|HY|PAL		OLF		113	HY	PVpo	VGLUT2
Ex_Sim1_Cd34_6	300-0-0-0-0-0-0-0-1-1-0-1-0-1-0	neuron		179	AMY_AMY_AMY	74.86%	AMY_AMY_M022	61.45%	1	5	0	3	4	3	0	5	0	0	0	0	0	OLF|HY|STR|PAL|CTXsp	OLF	0.238095238095238	VMH|DMH|HY|MPN	VMH	0.4	OLF|HY|PAL|STR		OLF		21	OLF	VMH	VGLUT2
Ex_Sim1_Bfsp2_1	300-0-0-0-0-0-0-0-1-1-0-1-0-1-1	neuron		139	AMY_AMY_AMY	41.73%	AMY_AMY_M022	35.97%	2	3	0	0	4	3	2	2	1	0	0	0	1	STR|OLF|PAL|Isocortex|HY|TH	STR	0.222222222222222	STRv|sAMY	STRv	0.75	OLF|HY|PAL|STR		OLF		18	STR	STRv	VGLUT2
Ex_Sim1_Bfsp2_2	300-0-0-0-0-0-0-0-1-1-0-1-0-1-2	neuron		128	AMY_AMY_AMY	69.53%	AMY_AMY_M022	50.00%	1	5	0	0	1	2	0	0	0	0	0	0	0	OLF|PAL|STR	OLF	0.555555555555556	COA|AON|OLF	COA	0.6	OLF|HY|PAL		OLF		9	OLF	COA	VGLUT2
Ex_Sim1_Tnxb_1	300-0-0-0-0-0-0-0-1-1-0-1-1	neuron		155	BNST	34.84%	AMY_AMY_M022	18.06%	0	1	0	0	0	2	0	1	0	0	0	0	0	PAL|HY|OLF	PAL	0.5	SI|BST	SI	0.5	OLF|HY|PAL		OLF		4	PAL	SI	VGLUT2
Ex_Sim1_Tnxb_2	300-0-0-0-0-0-0-0-1-1-1-0-0-0-0-0	neuron		231	HY_HY_HY3	34.63%	HY_HY_M022	21.21%	0	0	0	0	1	3	0	52	0	0	0	0	0	HY	HY	0.928571428571429	HY|MPN|AHN|PVHd|DMH|TU|LHA|PeF|PVpo|VMH	HY	0.326923076923077	HY	HY|MPN|AHN|PVpo	HY	HY	56	HY	HY	VGLUT2
Ex_Sim1_Adgb_1	300-0-0-0-0-0-0-0-1-1-1-0-0-0-0-1	neuron		138	HY_HY_HY3	59.42%	HY_HY_F022	34.78%	0	0	0	0	2	7	2	73	0	0	0	0	0	HY	HY	0.869047619047619	PVH|PVpo|HY|AHN|MPN|VMH	PVH	0.383561643835616	HY	HY|MPN|AHN|PVpo	HY	HY	84	HY	PVH	VGLUT2
Ex_Sim1_Adgb_2	300-0-0-0-0-0-0-0-1-1-1-0-0-0-1-0	neuron		120	HY_HY_HY3	50.83%	HY_HY_M022	46.67%	0	0	0	1	3	1	2	17	1	0	0	0	1	HY|STR|TH	HY	0.653846153846154	MPN|HY|PVpo|PVa|AHN|SBPV|LPO|VMPO|LHA	MPN	0.294117647058824	HY	HY|MPN|AHN|PVpo	HY	HY	26	HY	MPN	VGLUT2
Ex_Sim1_Ggt5	300-0-0-0-0-0-0-0-1-1-1-0-0-0-1-1	neuron	automatic	0																															none
Ex_Sim1_Oxt	300-0-0-0-0-0-0-0-1-1-1-0-0-0-1-2	neuron	automatic	0																															none
Ex_Sim1_Spc25	300-0-0-0-0-0-0-0-1-1-1-0-0-1-0-0-0	neuron		177	HY_HY_HY6	32.20%	HY_HY_F022	27.68%	0	8	0	0	1	21	2	132	3	0	0	0	1	HY|PAL	HY	0.785714285714286	LHA|LPO|MPO|HY|AHN|AVPV|PeF	LHA	0.242424242424242	HY		HY		168	HY	LHA	VGLUT2
Ex_Sim1_Lmcd1	300-0-0-0-0-0-0-0-1-1-1-0-0-1-0-0-1	neuron		32	BNST	43.75%	BNST_1F5	18.75%																				HY		HY			HY		VGLUT2
Ex_Sim1_Clca3a2_1	300-0-0-0-0-0-0-0-1-1-1-0-0-1-0-1	neuron		52	HY_HY_HY5	26.92%	HY_HY_F022	30.77%																				HY	AHN|HY|LHA	HY	AHN		HY	AHN	VGLUT2
Ex_Sim1_Clca3a2_2	300-0-0-0-0-0-0-0-1-1-1-0-0-1-1-0	neuron		118	HY_HY_HY6	39.83%	HY_HY_M022	30.51%	0	1	0	1	2	3	0	61	0	0	0	0	1	HY	HY	0.884057971014493	HY|AHN|LHA|MPN|MPO|TU|PeF|PD|AVPV	HY	0.245901639344262	HY	HY|AHN|LHA	HY	HY	69	HY	HY	VGLUT2
Ex_Sim1_Trh_1	300-0-0-0-0-0-0-0-1-1-1-0-0-1-1-1	neuron		42	HY_HY_HY6	45.24%	HY_HY_F022	71.43%																				HY	AHN|HY|MPN	HY	AHN		HY	AHN	VGLUT2
Ex_Sim1_Trh_2	300-0-0-0-0-0-0-0-1-1-1-0-1-0-0-0-0	neuron		79	HY_HY_HY6	55.70%	HY_HY_M022	21.52%																				HY	HY|LHA|AHN|MPO	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Trh_3	300-0-0-0-0-0-0-0-1-1-1-0-1-0-0-0-1	neuron		25	HY_HY_HY6	60.00%	HY_HY_F022	72.00%																				HY	AHN|HY	HY	AHN		HY	AHN	VGLUT2
Ex_Sim1_Trh_4	300-0-0-0-0-0-0-0-1-1-1-0-1-0-0-1	neuron		94	HY_HY_HY6	46.81%	HY_HY_F021	27.66%																				HY	HY|MPN|AHN|PVpo	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Trh_5	300-0-0-0-0-0-0-0-1-1-1-0-1-0-1-0	neuron		99	BNST	42.42%	HY_HY_F021	24.24%																				HY|PAL		HY			HY		VGLUT2
Ex_Sim1_Trh_6	300-0-0-0-0-0-0-0-1-1-1-0-1-0-1-1	neuron		60	HY_HY_HY6	71.67%	HY_HY_F021	38.33%																				HY	HY|MPN|PVpo	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Trh_7	300-0-0-0-0-0-0-0-1-1-1-0-1-1-0-0	neuron		48	HY_HY_HY6	79.17%	HY_HY_F022	33.33%																				HY	HY|AHN|LHA	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Trh_8	300-0-0-0-0-0-0-0-1-1-1-0-1-1-0-1	neuron		36	HY_HY_HY6	66.67%	HY_HY_F022	33.33%																				HY	HY|LHA|AHN|MPO	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Trh_9	300-0-0-0-0-0-0-0-1-1-1-0-1-1-0-2	neuron	automatic	0																															none
Ex_Sim1_Trh_10	300-0-0-0-0-0-0-0-1-1-1-0-1-1-1	neuron		86	HY_HY_HY6	54.65%	HY_HY_M022	29.07%																				HY	HY|LHA	HY	HY		HY	HY	VGLUT2
Ex_Sim1_Trh_11	300-0-0-0-0-0-0-0-1-1-1-1	neuron		343	BNST	49.27%	BNST_1F3	16.62%	0	0	0	0	0	5	2	43	0	0	0	0	0	HY	HY	0.86	HY|MPN|AHN|LPO|DMH|MPO|LHA|PVpo	HY	0.209302325581395	HY	AHN|HY|MPN|LHA|PVpo	HY	AHN	50	HY	HY	VGLUT2
Inh_Dlx1_Satb2_1	300-0-0-0-0-0-0-0-1-2-0	neuron		3615	BNST	72.17%	BNST_3F7	14.52%	5	11	0	3	8	131	2	118	1	0	0	0	0	PAL|HY	PAL	0.469534050179211	BST|SI	BST	0.83969465648855	HY		HY		279	PAL	BST	GABA
Inh_Dlx1_Satb2_2	300-0-0-0-0-0-0-0-1-2-1-0-0-0-0	neuron		117	BNST	76.92%	BNST_1F3	17.09%	0	0	0	0	0	0	0	1	0	0	0	0	0	HY	HY	1	HY	HY	1	HY		HY		1	HY	HY	GABA
Inh_Dlx1_Col18a1	300-0-0-0-0-0-0-0-1-2-1-0-0-0-1	neuron		80	BNST	97.50%	BNST_1F3	25.00%																				HY		HY			HY		GABA
Inh_Dlx1_Grhl3	300-0-0-0-0-0-0-0-1-2-1-0-0-1	neuron		159	BNST	83.02%	BNST_1F3	22.64%	0	0	0	1	0	0	0	0	0	0	0	0	0	CTXsp	CTXsp	1	BLA	BLA	1					1	CTXsp	BLA	GABA
Inh_Dlx1_Dnah5_1	300-0-0-0-0-0-0-0-1-2-1-0-1-0	neuron		151	BNST	62.91%	BNST_1F5	31.79%	0	0	0	0	0	1	0	7	0	0	0	0	0	HY	HY	0.875	MPN|AHN|MBO	MPN	0.428571428571429	HY		HY		8	HY	MPN	GABA
Inh_Dlx1_Dnah5_2	300-0-0-0-0-0-0-0-1-2-1-0-1-1	neuron		131	BNST	49.62%	BNST_1F3	17.56%	0	0	0	0	0	8	0	11	0	0	0	0	0	HY|PAL	HY	0.578947368421053	HY|MPN|MPO|LPO|PVH	HY	0.454545454545455					19	HY	HY	GABA
Inh_Dlx1_Dock5_1	300-0-0-0-0-0-0-0-1-2-1-1-0	neuron		187	BNST	56.68%	BNST_1F5	26.74%	1	2	0	0	0	4	0	16	0	0	0	0	0	HY|PAL	HY	0.695652173913044	MPN|HY|PVH	MPN	0.4375	HY|PAL	MPN	HY	MPN	23	HY	MPN	GABA
Inh_Dlx1_Dock5_2	300-0-0-0-0-0-0-0-1-2-1-1-1	neuron		92	HY_HY_HY3	57.61%	HY_HY_F022	46.74%																				HY		HY			HY		GABA
Inh_Lhx6_Nmu_1	300-0-0-0-0-0-0-0-1-3-0	neuron		3500	BNST	66.09%	BNST_1F3	15.46%	442	268	36	284	249	71	8	375	3	0	0	0	4	Isocortex|HY|CTXsp|OLF|STR	Isocortex	0.254022988505747	SS|RSP|MO|VIS|ORB|ACA|AUD|PL|AI	SS	0.153846153846154	HY		HY		1740	Isocortex	SS	GABA
Inh_Lhx6_Nmu_2	300-0-0-0-0-0-0-0-1-3-1-0-0-0	neuron		85	HY_HY_HY3	48.24%	HY_HY_F021	37.65%																				HY	HY|MPO	HY	HY		HY	HY	GABA
Inh_Lhx6_Nmu_3	300-0-0-0-0-0-0-0-1-3-1-0-0-1	neuron		36	BNST	44.44%	HY_HY_F021	27.78%																				HY	HY	HY	HY		HY	HY	GABA
Inh_Lhx6_Nmu_4	300-0-0-0-0-0-0-0-1-3-1-0-1	neuron		135	BNST	42.22%	HY_HY_F021	25.19%	0	2	0	0	1	1	2	120	0	0	0	0	1	HY	HY	0.944881889763779	MPO|MPN|ADP|HY|MEPO|AVPV	MPO	0.35	HY	HY	HY	HY	127	HY	MPO	GABA
Inh_Lhx6_Serpinb1b_1	300-0-0-0-0-0-0-0-1-3-1-1	neuron		142	BNST	57.04%	BNST_1F3	21.83%	0	0	0	1	1	0	0	42	1	0	0	0	0	HY	HY	0.933333333333333	MPO|HY|ADP|MEPO|MPN	MPO	0.285714285714286	HY	ADP|HY	HY	ADP	45	HY	MPO	GABA
Inh_Lhx6_Serpinb1b_2	300-0-0-0-0-0-0-0-1-3-1-2-0	neuron		46	BNST	32.61%	TH_T8_M013	28.26%																				HY	HY|MPO	HY	HY		HY	HY	GABA
Inh_Lhx6_Serpinb1b_3	300-0-0-0-0-0-0-0-1-3-1-2-1	neuron		39	BNST	46.15%	TH_T8_F019	15.38%																				HY	HY|MPN	HY	HY		HY	HY	GABA
Inh_Sox8_Sh3d21_1	300-0-0-0-0-0-0-0-1-4-0-0-0	neuron		1066	BNST	64.92%	BNST_3M5	14.82%	0	1	0	3	19	119	2	2	0	0	0	0	0	PAL|STR	PAL	0.815068493150685	BST	BST	0.949579831932773	PAL		PAL		146	PAL	BST	GABA
Inh_Sox8_Sh3d21_2	300-0-0-0-0-0-0-0-1-4-0-0-1	neuron		84	BNST	95.24%	BNST_3M5	34.52%																				PAL		PAL			PAL		GABA
Inh_Sox8_Cyp26b1	300-0-0-0-0-0-0-0-1-4-0-1	neuron		551	BNST	54.45%	AMY_AMY_M022	19.96%	0	0	0	1	6	57	0	0	0	0	0	0	0	PAL	PAL	0.890625	BST	BST	1	PAL		PAL		64	PAL	BST	GABA
Inh_Sox8_Calcrl_1	300-0-0-0-0-0-0-0-1-4-1-0-0-0-0	neuron		251	AMY_AMY_AMY	93.63%	AMY_AMY_M022	84.46%	1	5	0	3	23	17	0	0	0	0	0	0	0	STR|PAL|OLF	STR	0.469387755102041	STRv|STR|sAMY|STRd	STRv	0.434782608695652	PAL|STR		PAL		49	STR	STRv	GABA
Inh_Sox8_Calcrl_2	300-0-0-0-0-0-0-0-1-4-1-0-0-0-1-0	neuron		112	AMY_AMY_AMY	95.54%	AMY_AMY_M022	81.25%	0	1	0	0	0	0	0	0	0	0	0	0	0	OLF	OLF	1	AON	AON	1	PAL|STR		PAL		1	OLF	AON	GABA
Inh_Sox8_Calcrl_3	300-0-0-0-0-0-0-0-1-4-1-0-0-0-1-1	neuron		27	AMY_AMY_AMY	100.00%	AMY_AMY_M022	88.89%																				PAL|STR		PAL			PAL		GABA
Inh_Sox8_Calcrl_4	300-0-0-0-0-0-0-0-1-4-1-0-0-0-2	neuron		27	AMY_AMY_AMY	96.30%	AMY_AMY_M022	88.89%																				PAL|STR		PAL			PAL		GABA
Inh_Sox8_Calcrl_5	300-0-0-0-0-0-0-0-1-4-1-0-0-1-0	neuron		185	AMY_AMY_AMY	94.05%	AMY_AMY_M022	90.81%	1	1	0	0	19	2	1	0	0	0	0	0	0	STR|PAL	STR	0.791666666666667	sAMY|STRd	sAMY	0.68421052631579	STR	STRd	STR	STRd	24	STR	sAMY	GABA
Inh_Sox8_Calcrl_6	300-0-0-0-0-0-0-0-1-4-1-0-0-1-1-0	neuron		108	AMY_AMY_AMY	91.67%	AMY_AMY_M022	91.67%	5	4	0	11	109	7	1	0	1	0	0	0	0	STR|CTXsp	STR	0.789855072463768	STRd|STRv	STRd	0.73394495412844	STR|PAL	STRd	STR	STRd	138	STR	STRd	GABA
Inh_Sox8_Calcrl_7	300-0-0-0-0-0-0-0-1-4-1-0-0-1-1-1	neuron		33	AMY_AMY_AMY	90.91%	AMY_AMY_M022	87.88%																				STR|PAL	STRd|STRv	STR	STRd		STR	STRd	GABA
Inh_Sox8_Calcrl_8	300-0-0-0-0-0-0-0-1-4-1-0-0-1-1-2	neuron		22	AMY_AMY_AMY	95.45%	AMY_AMY_M022	95.45%																				STR|PAL	STRd|STRv	STR	STRd		STR	STRd	GABA
Inh_Sox8_Calcrl_9	300-0-0-0-0-0-0-0-1-4-1-0-1-0	neuron		128	AMY_AMY_AMY	76.56%	AMY_AMY_M022	64.06%	0	5	1	3	6	5	2	1	0	0	0	0	0	STR|OLF|PAL|CTXsp|TH	STR	0.260869565217391	STR|STRv|STRd	STR	0.333333333333333	OLF|PAL|STR	STRd	OLF	STRd	23	STR	STR	GABA
Inh_Sox8_Calcrl_10	300-0-0-0-0-0-0-0-1-4-1-0-1-1	neuron		67	PALd_GP_GP	44.78%	PALd_GP_M016	28.36%																				PAL|STR	STRd	PAL	STRd		PAL	STRd	GABA
Inh_Sox8_Calcrl_11	300-0-0-0-0-0-0-0-1-4-1-1	neuron		64	AMY_AMY_AMY	78.13%	AMY_AMY_M022	60.94%																				OLF|PAL|STR	STRd	OLF	STRd		OLF	STRd	GABA
Inh_Esr2_Avp_1	300-0-0-0-0-0-0-0-1-5-0-0-0	neuron		744	BNST	79.44%	BNST_3F7	11.56%	0	1	0	0	3	62	1	21	0	0	0	0	0	PAL|HY	PAL	0.704545454545455	BST	BST	0.951612903225806	HY		HY		88	PAL	BST	GABA
Inh_Esr2_Avp_2	300-0-0-0-0-0-0-0-1-5-0-0-1-0	neuron		196	BNST	92.35%	BNST_1F3	11.22%	0	0	0	0	0	0	0	1	0	0	0	0	0	HY	HY	1	MPO	MPO	1	HY|PAL	BST	HY	BST	1	HY	MPO	GABA
Inh_Esr2_Pgm5	300-0-0-0-0-0-0-0-1-5-0-0-1-1	neuron		86	BNST	91.86%	BNST_1F3	19.77%																				HY		HY			HY		GABA
Inh_Esr2_Tac2_1	300-0-0-0-0-0-0-0-1-5-0-1-0	neuron		89	BNST	74.16%	AMY_AMY_M022	13.48%																				HY|PAL		HY			HY		GABA
Inh_Esr2_Tac2_2	300-0-0-0-0-0-0-0-1-5-0-1-1	neuron		67	BNST	91.04%	BNST_3F7	17.91%																				HY		HY			HY		GABA
Inh_Six3_Chodl_1	300-0-0-0-0-0-0-0-1-5-1-0-0-0	neuron		315	BNST	80.32%	BNST_1F3	14.29%	0	0	0	0	0	8	0	1	0	0	0	0	0	PAL	PAL	0.888888888888889	BST|PAL	BST	0.75	HY|PAL		HY		9	PAL	BST	GABA
Inh_Six3_Chodl_2	300-0-0-0-0-0-0-0-1-5-1-0-0-1	neuron		148	BNST	94.59%	BNST_3M5	12.16%																				PAL		PAL			PAL		GABA
Inh_Ecel1_Chodl	300-0-0-0-0-0-0-0-1-5-1-0-0-2	neuron		57	BNST	94.74%	BNST_1F3	15.79%																				HY|PAL	BST	HY	BST		HY	BST	GABA
Inh_Six3_Fap	300-0-0-0-0-0-0-0-1-5-1-0-1	neuron		196	BNST	77.55%	BNST_1F3	12.76%	0	0	0	0	1	2	0	2	0	0	0	0	0	PAL|HY|STR	PAL	0.4	HY	HY	1	HY|PAL		HY		5	PAL	HY	GABA
Inh_Six3_Dpp4_Pgm5	300-0-0-0-0-0-0-0-1-5-1-1	neuron		101	BNST	99.01%	BNST_1F3	14.85%																				PAL		PAL			PAL		GABA
Inh_Six3_Myo5b	300-0-0-0-0-0-0-0-1-6-0-0	neuron		314	BNST	92.04%	BNST_1F3	12.42%	0	0	0	1	0	5	0	0	0	0	0	0	0	PAL|CTXsp	PAL	0.833333333333333	BST	BST	1					6	PAL	BST	GABA
Inh_Otx2_Gm45194	300-0-0-0-0-0-0-0-1-6-0-1-0-0	neuron		158	BNST	91.14%	BNST_1F3	15.82%	0	1	0	0	0	1	0	0	0	0	0	0	0	PAL|OLF	PAL	0.5	TR	TR	1					2	PAL	TR	GABA
	300-0-0-0-0-0-0-0-1-6-0-1-0-1	neuron	manual	0																															none
Inh_Otx2_Myo5b_1	300-0-0-0-0-0-0-0-1-6-0-1-1	neuron		83	BNST	86.75%	BNST_3F7	14.46%																											GABA
Inh_Otx2_Myo5b_2	300-0-0-0-0-0-0-0-1-6-0-2	neuron		51	BNST	96.08%	BNST_2M2	15.69%																											GABA
Inh_Otx2_Myo5b_3	300-0-0-0-0-0-0-0-1-6-1	neuron		75	BNST	84.00%	BNST_3M5	22.67%																				PAL		PAL			PAL		GABA
Ex_Sall1_Lrrc38_1	300-0-0-0-0-0-0-0-10-0-0-0	neuron		1063	MB_M3_M3	32.27%	MB_M3_F013	9.41%	0	0	0	0	0	0	0	0	63	0	0	0	0	MB	MB	1	SCm|MB	SCm	0.841269841269841	MB	SCm	MB	SCm	63	MB	SCm	VGLUT2
Ex_Sall1_Lrrc38_2	300-0-0-0-0-0-0-0-10-0-0-1	neuron		582	MB_M3_M3	30.07%	MB_M3_F013	8.42%	0	0	0	0	0	0	0	0	41	0	0	0	0	MB	MB	1	SCm	SCm	0.926829268292683	MB	SCm	MB	SCm	41	MB	SCm	VGLUT2
Ex_Sall1_Lrrc38_3	300-0-0-0-0-0-0-0-10-0-1-0-0-0	neuron		327	MB_M3_M3	41.90%	MB_M3_F013	13.15%	0	0	0	0	0	0	0	0	22	2	0	0	0	MB	MB	0.916666666666667	SCm	SCm	0.909090909090909	MB	SCm	MB	SCm	24	MB	SCm	VGLUT2
Ex_Sall1_Tafa4	300-0-0-0-0-0-0-0-10-0-1-0-0-1	neuron		89	MB_M3_M3	40.45%	MB_M3_F013	16.85%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Apela	300-0-0-0-0-0-0-0-10-0-1-0-0-2	neuron		37	MB_M1_M1	48.65%	MB_M1_F012	18.92%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Vwa7	300-0-0-0-0-0-0-0-10-0-1-0-1-0-0	neuron		205	MB_L4_L4A	21.95%	MB_L3_F011	10.24%	0	0	0	0	0	0	0	0	58	5	0	0	0	MB	MB	0.920634920634921	SCm|MRN|MB|CUN	SCm	0.482758620689655	MB	SCm|MRN	MB	SCm	63	MB	SCm	VGLUT2
Ex_Evx2_Jaml	300-0-0-0-0-0-0-0-10-0-1-0-1-0-1	neuron		23	MB_L4_L4A	52.17%	MB_L4_A_M013	34.78%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Olfr658	300-0-0-0-0-0-0-0-10-0-1-0-1-1	neuron		132	MB_L3_L3	30.30%	MB_L3_F011	11.36%	0	0	0	0	0	0	0	0	20	0	0	0	0	MB	MB	1	SCm|MRN	SCm	0.8	MB	SCm|MRN	MB	SCm	20	MB	SCm	VGLUT2
Ex_Sall1_Fgf7_1	300-0-0-0-0-0-0-0-10-0-1-1-0	neuron		119	MB_M3_M3	36.97%	MB_M2_F012	12.61%	0	0	0	0	0	0	0	2	47	1	0	0	1	MB	MB	0.92156862745098	SCm|MB|CUN	SCm	0.680851063829787	MB	SCm	MB	SCm	51	MB	SCm	VGLUT2
Ex_Sall1_Fgf7_2	300-0-0-0-0-0-0-0-10-0-1-1-1	neuron		84	MB_M4_M4A	27.38%	MB_L4_A_F010	17.86%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_1	300-0-0-0-0-0-0-0-10-1-0-0-0-0-0-0	neuron		124	MB_M3_M3	33.87%	MB_L2_F011	13.71%	0	0	0	0	0	0	0	0	37	4	0	0	0	MB	MB	0.902439024390244	SCm	SCm	0.891891891891892	MB	SCm	MB	SCm	41	MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_2	300-0-0-0-0-0-0-0-10-1-0-0-0-0-0-1	neuron		23	MB_L2_L2	30.43%	MB_L2_F011	26.09%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_3	300-0-0-0-0-0-0-0-10-1-0-0-0-0-1-0	neuron		35	MB_M3_M3	45.71%	MB_M3_F013	20.00%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_4	300-0-0-0-0-0-0-0-10-1-0-0-0-0-1-1	neuron		49	MB_L3_L3	34.69%	MB_L3_F011	14.29%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_5	300-0-0-0-0-0-0-0-10-1-0-0-0-0-1-2	neuron	automatic	0																															none
Ex_Sall1_Pmfbp1_6	300-0-0-0-0-0-0-0-10-1-0-0-0-1	neuron		61	MB_L3_L3	45.90%	MB_L3_F011	16.39%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_7	300-0-0-0-0-0-0-0-10-1-0-0-0-2	neuron		39	MB_M3_M3	33.33%	MB_L3_F010	12.82%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_8	300-0-0-0-0-0-0-0-10-1-0-0-1	neuron		294	MB_M3_M3	38.10%	MB_M3_F013	9.18%	0	0	0	0	0	0	1	0	21	0	0	0	0	MB	MB	0.954545454545455	SCm	SCm	0.904761904761905	MB	SCm	MB	SCm	22	MB	SCm	VGLUT2
Ex_Sall1_Pmfbp1_9	300-0-0-0-0-0-0-0-10-1-0-1	neuron		60	MB_M1_M1	25.00%	MB_L2_F011	8.33%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Tfap2d_St14_1	300-0-0-0-0-0-0-0-10-1-1-0-0-0-0	neuron		158	MB_M3_M3	36.08%	MB_M3_F013	15.19%	0	0	0	0	0	0	0	1	19	0	0	0	0	MB	MB	0.95	SCm|MB|PAG	SCm	0.631578947368421	MB	SCm	MB	SCm	20	MB	SCm	VGLUT2
REMOVE	300-0-0-0-0-0-0-0-10-1-1-0-0-0-1	DOUBLET	manual	0																															none
Ex_Tfap2d_Erfl	300-0-0-0-0-0-0-0-10-1-1-0-0-1-0	neuron		47	MB_L3_L3	34.04%	MB_L3_F011	12.77%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
